OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,ShipDate,DeliveryDate,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price,OrderDate,Revenue,Revenue before Discount,Season,State
SO - 0004637,In-Store,WARE-MKL1006,2019-08-23,2019-11-25,2019-11-27,2,43,358,28,2,0.1,"2,237.40",3792.2,2019-11-23,6825.96,7584.4,Winter,Tennessee
SO - 0004638,In-Store,WARE-NMK1003,2019-08-23,2019-12-17,2019-12-19,3,45,116,12,5,0.15,792.61,1132.3,2019-11-23,4812.275,5661.5,Winter,Ohio
SO - 0004639,In-Store,WARE-MKL1006,2019-08-23,2019-12-15,2019-12-23,1,34,358,32,7,0.15,768.83,904.5,2019-11-23,5381.775,6331.5,Winter,New Mexico
SO - 0004640,In-Store,WARE-NMK1003,2019-08-23,2019-08-12,2019-12-13,7,29,143,35,8,0.075,"2,511.50",3986.5,2019-11-23,29500.100000000002,31892.0,Winter,New Jersey
SO - 0004641,Wholesale,WARE-UHY1004,2019-08-23,2019-11-12,2019-12-13,26,22,236,20,3,0.2,662.7,1051.9,2019-11-23,2524.5600000000004,3155.7000000000003,Winter,Washington
SO - 0004642,Online,WARE-NMK1003,2019-08-23,2019-11-30,2019-03-12,19,33,122,1,2,0.15,405.22,964.8,2019-11-23,1640.1599999999999,1929.6,Winter,Kansas
SO - 0004643,Wholesale,WARE-XYS1001,2019-08-23,2019-11-28,2019-04-12,26,8,38,41,3,0.1,516.44,1098.8,2019-11-23,2966.7599999999998,3296.3999999999996,Winter,Ohio
SO - 0004644,Wholesale,WARE-UHY1004,2019-08-23,2019-11-30,2019-09-12,26,8,261,4,7,0.4,"1,370.69",2586.2,2019-11-23,10862.039999999999,18103.399999999998,Winter,Alabama
SO - 0004645,In-Store,WARE-PUJ1005,2019-08-23,2019-12-16,2019-12-24,4,46,302,1,7,0.1,"3,268.13",5634.7,2019-11-23,35498.61,39442.9,Winter,Ohio
SO - 0004646,Online,WARE-UHY1004,2019-08-23,2019-12-19,2019-12-23,14,42,233,26,5,0.075,"2,855.81",3859.2,2019-11-24,17848.8,19296.0,Winter,Mississippi
SO - 0004647,In-Store,WARE-MKL1006,2019-08-23,2019-12-14,2019-12-19,9,5,343,17,4,0.3,95.54,207.7,2019-11-24,581.56,830.8,Winter,Washington
SO - 0004648,Online,WARE-NMK1003,2019-08-23,2019-01-12,2019-11-12,16,12,99,25,8,0.05,615.06,1139.0,2019-11-24,8656.4,9112.0,Winter,Louisiana
SO - 0004649,In-Store,WARE-NMK1003,2019-08-23,2019-09-12,2019-12-15,7,13,89,14,3,0.15,"2,910.15",3986.5,2019-11-24,10165.574999999999,11959.5,Winter,North Dakota
SO - 0004650,Online,WARE-NMK1003,2019-08-23,2019-12-22,2019-12-31,15,18,128,15,3,0.05,377.88,944.7,2019-11-24,2692.3950000000004,2834.1000000000004,Winter,Illinois
SO - 0004651,Online,WARE-XYS1001,2019-08-23,2019-09-12,2019-12-13,14,13,50,32,4,0.1,389.14,884.4,2019-11-24,3183.84,3537.6,Winter,Colorado
SO - 0004652,In-Store,WARE-PUJ1005,2019-08-23,2019-06-12,2019-12-12,5,42,323,47,1,0.075,760.85,1118.9,2019-11-24,1034.9825,1118.9,Winter,New Jersey
SO - 0004653,Distributor,WARE-XYS1001,2019-08-23,2019-01-12,2019-04-12,25,21,9,31,4,0.05,788.99,1232.8,2019-11-24,4684.639999999999,4931.2,Winter,Mississippi
SO - 0004654,In-Store,WARE-NMK1003,2019-08-23,2019-12-13,2019-12-14,8,3,151,47,6,0.075,128.24,194.3,2019-11-24,1078.3650000000002,1165.8000000000002,Winter,Connecticut
SO - 0004655,In-Store,WARE-MKL1006,2019-08-23,2019-07-12,2019-10-12,12,34,355,24,5,0.05,625.31,1025.1,2019-11-24,4869.224999999999,5125.5,Winter,North Carolina
SO - 0004656,In-Store,WARE-UHY1004,2019-08-23,2019-01-12,2019-02-12,8,7,209,8,7,0.075,"2,430.09",3919.5,2019-11-24,25378.7625,27436.5,Winter,Texas
SO - 0004657,Online,WARE-UHY1004,2019-08-23,2019-12-12,2019-12-14,14,2,238,25,6,0.075,962.39,1782.2,2019-11-24,9891.210000000001,10693.2,Winter,Oklahoma
SO - 0004658,In-Store,WARE-UHY1004,2019-08-23,2019-03-12,2019-12-12,5,48,257,22,8,0.075,"1,116.22",2278.0,2019-11-24,16857.2,18224.0,Winter,California
SO - 0004659,In-Store,WARE-PUJ1005,2019-08-23,2019-12-21,2019-12-26,1,47,317,3,5,0.05,"2,076.73",2532.6,2019-11-25,12029.849999999999,12663.0,Winter,Wisconsin
SO - 0004660,Distributor,WARE-PUJ1005,2019-08-23,2019-02-12,2019-10-12,23,39,311,38,8,0.1,"2,319.94",3999.9,2019-11-25,28799.280000000002,31999.2,Winter,Pennsylvania
SO - 0004661,Distributor,WARE-XYS1001,2019-08-23,2019-12-16,2019-12-21,24,8,56,43,2,0.075,749.93,1829.1,2019-11-25,3383.835,3658.2,Winter,Georgia
SO - 0004662,In-Store,WARE-NMK1003,2019-08-23,2019-11-28,2019-08-12,8,37,155,36,6,0.05,"2,498.83",5949.6,2019-11-25,33912.72,35697.600000000006,Winter,Indiana
SO - 0004663,Online,WARE-NMK1003,2019-08-23,2019-11-28,2019-06-12,12,25,96,2,3,0.05,777.67,1065.3,2019-11-25,3036.1049999999996,3195.8999999999996,Winter,Virginia
SO - 0004664,Online,WARE-NBV1002,2019-08-23,2019-02-12,2019-08-12,19,31,82,23,7,0.4,519.59,1105.5,2019-11-25,4643.099999999999,7738.5,Winter,Florida
SO - 0004665,In-Store,WARE-UHY1004,2019-08-23,2019-11-27,2019-11-30,7,16,211,14,8,0.05,"1,688.40",2680.0,2019-11-25,20368.0,21440.0,Winter,New York
SO - 0004666,In-Store,WARE-PUJ1005,2019-08-23,2019-11-28,2019-03-12,8,27,278,23,1,0.2,536.27,777.2,2019-11-26,621.7600000000001,777.2,Winter,West Virginia
SO - 0004667,Wholesale,WARE-UHY1004,2019-08-23,2019-10-12,2019-12-14,25,26,248,22,3,0.075,"1,855.63",3865.9,2019-11-26,10727.872500000001,11597.7,Winter,Oklahoma
SO - 0004668,In-Store,WARE-MKL1006,2019-08-23,2019-12-13,2019-12-15,3,26,353,30,2,0.1,"1,161.91",2003.3,2019-11-26,3605.94,4006.6,Winter,South Carolina
SO - 0004669,Distributor,WARE-UHY1004,2019-08-23,2019-12-24,2019-12-29,21,46,248,38,5,0.1,"2,857.01",6210.9,2019-11-26,27949.05,31054.5,Winter,Virginia
SO - 0004670,Online,WARE-PUJ1005,2019-08-23,2019-10-12,2019-12-18,19,49,278,16,7,0.05,"2,037.81",2579.5,2019-11-26,17153.675,18056.5,Winter,Virginia
SO - 0004671,In-Store,WARE-XYS1001,2019-08-23,2019-09-12,2019-12-16,8,37,9,3,3,0.05,118.59,201.0,2019-11-26,572.85,603.0,Winter,Maryland
SO - 0004672,Online,WARE-XYS1001,2019-08-23,2019-05-12,2019-10-12,17,29,41,30,8,0.15,929.83,1721.9,2019-11-26,11708.92,13775.2,Winter,Maryland
SO - 0004673,Online,WARE-PUJ1005,2019-08-23,2019-12-21,2019-12-25,18,40,320,28,4,0.075,"3,924.53",5232.7,2019-11-26,19360.99,20930.8,Winter,New York
SO - 0004674,In-Store,WARE-NMK1003,2019-08-23,2019-05-12,2019-07-12,6,19,174,44,7,0.2,"2,869.21",5413.6,2019-11-26,30316.160000000003,37895.200000000004,Winter,Virginia
SO - 0004675,Online,WARE-NBV1002,2019-08-23,2019-12-13,2019-12-20,18,36,81,36,3,0.2,607.02,1011.7,2019-11-27,2428.0800000000004,3035.1000000000004,Winter,New York
SO - 0004676,In-Store,WARE-PUJ1005,2019-08-23,2019-12-15,2019-12-20,1,23,281,16,3,0.05,"2,524.16",4006.6,2019-11-27,11418.81,12019.8,Winter,Ohio
SO - 0004677,In-Store,WARE-NMK1003,2019-08-23,2019-12-14,2019-12-18,4,2,166,20,3,0.075,"1,373.37",1855.9,2019-11-27,5150.122500000001,5567.700000000001,Winter,Mississippi
SO - 0004678,Online,WARE-NMK1003,2019-08-23,2019-01-12,2019-06-12,16,16,128,44,4,0.075,"2,921.20",3651.5,2019-11-27,13510.550000000001,14606.0,Winter,Minnesota
SO - 0004679,In-Store,WARE-MKL1006,2019-08-23,2019-09-12,2019-12-16,4,12,359,20,8,0.2,99.43,187.6,2019-11-27,1200.64,1500.8,Winter,Colorado
SO - 0004680,Distributor,WARE-UHY1004,2019-08-23,2019-12-23,2019-12-25,25,3,211,33,5,0.4,607.82,1125.6,2019-11-27,3376.7999999999997,5628.0,Winter,West Virginia
SO - 0004681,Online,WARE-XYS1001,2019-08-23,2019-08-12,2019-09-12,17,1,10,33,1,0.075,"3,027.06",5045.1,2019-11-27,4666.717500000001,5045.1,Winter,New Jersey
SO - 0004682,In-Store,WARE-PUJ1005,2019-08-23,2019-12-14,2019-12-24,11,20,320,16,4,0.15,150.08,214.4,2019-11-27,728.96,857.6,Winter,South Dakota
SO - 0004683,In-Store,WARE-MKL1006,2019-08-23,2019-12-23,2019-12-29,8,5,335,39,7,0.075,"1,331.96",1876.0,2019-11-27,12147.1,13132.0,Winter,North Carolina
SO - 0004684,Wholesale,WARE-NMK1003,2019-08-23,2019-12-14,2019-12-23,25,17,188,38,3,0.075,551.54,1125.6,2019-11-27,3123.54,3376.7999999999997,Winter,Wisconsin
SO - 0004685,Online,WARE-NBV1002,2019-08-23,2019-08-12,2019-12-12,17,41,85,21,1,0.075,"2,989.88",3986.5,2019-11-27,3687.5125000000003,3986.5,Winter,Nevada
SO - 0004686,Online,WARE-NMK1003,2019-08-23,2019-12-20,2019-12-28,12,13,165,3,6,0.075,"4,901.32",6204.2,2019-11-27,34433.31,37225.2,Winter,Illinois
SO - 0004687,In-Store,WARE-PUJ1005,2019-08-23,2019-12-14,2019-12-20,3,49,314,4,8,0.075,767.02,1065.3,2019-11-28,7883.22,8522.4,Winter,Nebraska
SO - 0004688,Distributor,WARE-MKL1006,2019-08-23,2019-12-19,2019-12-27,24,29,330,4,5,0.2,633.49,1038.5,2019-11-28,4154.0,5192.5,Winter,Massachusetts
SO - 0004689,Online,WARE-UHY1004,2019-08-23,2019-12-21,2019-12-24,17,36,248,37,3,0.1,"3,138.82",6539.2,2019-11-28,17655.84,19617.6,Winter,Connecticut
SO - 0004690,Wholesale,WARE-UHY1004,2019-08-23,2019-12-17,2019-12-26,28,41,206,36,4,0.1,526.08,1011.7,2019-11-28,3642.1200000000003,4046.8,Winter,New York
SO - 0004691,Wholesale,WARE-NMK1003,2019-08-23,2019-12-26,2019-12-30,28,33,161,46,7,0.05,"2,561.81",3242.8,2019-11-28,21564.620000000003,22699.600000000002,Winter,Indiana
SO - 0004692,Distributor,WARE-UHY1004,2019-08-23,2019-06-12,2019-12-16,21,35,241,31,2,0.05,843.73,1721.9,2019-11-28,3271.61,3443.8,Winter,Vermont
SO - 0004693,Online,WARE-XYS1001,2019-08-23,2019-09-12,2019-10-12,17,6,56,28,2,0.075,"2,910.15",3986.5,2019-11-28,7375.025000000001,7973.0,Winter,Arkansas
SO - 0004694,Online,WARE-XYS1001,2019-08-23,2019-09-12,2019-12-14,18,40,52,45,3,0.15,"1,279.16",1728.6,2019-11-29,4407.929999999999,5185.799999999999,Winter,Massachusetts
SO - 0004695,Online,WARE-MKL1006,2019-08-23,2019-12-14,2019-12-22,15,28,335,38,3,0.075,106.53,201.0,2019-11-29,557.775,603.0,Winter,California
SO - 0004696,Distributor,WARE-PUJ1005,2019-08-23,2019-12-17,2019-12-18,25,42,304,8,1,0.15,582.9,971.5,2019-11-29,825.775,971.5,Winter,Kansas
SO - 0004697,In-Store,WARE-XYS1001,2019-08-23,2019-12-26,2019-12-31,3,24,33,16,4,0.3,594.02,958.1,2019-11-29,2682.68,3832.4,Winter,Hawaii
SO - 0004698,In-Store,WARE-NBV1002,2019-08-23,2019-01-12,2019-10-12,6,25,83,14,8,0.4,"1,818.38",3953.0,2019-11-29,18974.399999999998,31624.0,Winter,Florida
SO - 0004699,Online,WARE-NMK1003,2019-08-23,2019-10-12,2019-12-18,15,14,89,21,1,0.2,706.52,1239.5,2019-11-29,991.6,1239.5,Winter,Arkansas
SO - 0004700,Distributor,WARE-NMK1003,2019-08-23,2019-12-14,2019-12-17,23,20,128,29,4,0.05,"4,215.98",5621.3,2019-11-29,21360.94,22485.2,Winter,North Carolina
SO - 0004701,Online,WARE-NMK1003,2019-08-23,2019-12-12,2019-12-17,18,40,90,10,1,0.075,"1,881.16",3839.1,2019-11-29,3551.1675,3839.1,Winter,Iowa
SO - 0004702,Wholesale,WARE-PUJ1005,2019-08-23,2019-12-12,2019-12-22,27,41,307,8,2,0.05,"1,309.98",2519.2,2019-11-29,4786.48,5038.4,Winter,Indiana
SO - 0004703,Online,WARE-NMK1003,2019-08-23,2019-12-20,2019-12-22,18,37,153,23,1,0.05,572.85,1005.0,2019-11-29,954.75,1005.0,Winter,Tennessee
SO - 0004704,Distributor,WARE-XYS1001,2019-08-23,2019-08-12,2019-11-12,24,2,21,31,7,0.05,933.78,1212.7,2019-11-29,8064.454999999999,8488.9,Winter,South Carolina
SO - 0004705,Wholesale,WARE-UHY1004,2019-08-23,2019-06-12,2019-12-14,27,5,249,29,4,0.075,"2,364.90",5031.7,2019-11-29,18617.29,20126.8,Winter,Illinois
SO - 0004706,Wholesale,WARE-XYS1001,2019-08-23,2019-12-16,2019-12-17,28,25,47,25,6,0.075,"1,330.29",2418.7,2019-11-30,13423.785,14512.199999999999,Winter,Michigan
SO - 0004707,Online,WARE-XYS1001,2019-08-23,2019-09-12,2019-12-18,20,11,14,44,3,0.075,716.36,1085.4,2019-11-30,3011.9850000000006,3256.2000000000003,Winter,Arkansas
SO - 0004708,In-Store,WARE-MKL1006,2019-08-23,2019-12-25,2019-12-27,8,8,351,2,3,0.1,"3,207.96",5728.5,2019-11-30,15466.95,17185.5,Winter,Montana
SO - 0004709,In-Store,WARE-MKL1006,2019-08-23,2019-10-12,2019-12-18,1,13,341,33,7,0.2,122.21,214.4,2019-11-30,1200.64,1500.8,Winter,Texas
SO - 0004710,In-Store,WARE-PUJ1005,2019-08-23,2019-07-12,2019-12-16,2,35,283,46,7,0.075,525.75,891.1,2019-11-30,5769.8725,6237.7,Winter,Michigan
SO - 0004711,Wholesale,WARE-XYS1001,2019-08-23,2019-10-12,2019-11-12,26,47,55,37,3,0.05,639.18,1065.3,2019-11-30,3036.1049999999996,3195.8999999999996,Winter,Wisconsin
SO - 0004712,Online,WARE-PUJ1005,2019-08-23,2019-09-12,2019-12-19,18,25,271,10,1,0.05,"3,892.30",6277.9,2019-11-30,5964.004999999999,6277.9,Winter,Florida
SO - 0004713,Wholesale,WARE-NMK1003,2019-08-23,2019-05-12,2019-06-12,27,7,182,14,4,0.15,868.32,1085.4,2019-11-30,3690.36,4341.6,Winter,South Dakota
SO - 0004714,In-Store,WARE-UHY1004,2019-08-23,2019-08-12,2019-12-12,11,32,222,3,8,0.4,"3,128.23",5393.5,2019-11-30,25888.8,43148.0,Winter,Georgia
SO - 0004715,Distributor,WARE-NMK1003,2019-08-23,2019-12-19,2019-12-28,25,32,113,7,7,0.05,119.6,234.5,2019-11-30,1559.425,1641.5,Winter,Washington
SO - 0004716,In-Store,WARE-NMK1003,2019-08-23,2019-04-12,2019-10-12,11,2,198,20,6,0.075,410.84,978.2,2019-01-12,5429.010000000001,5869.200000000001,Spring,Georgia
SO - 0004717,In-Store,WARE-NMK1003,2019-08-23,2019-12-22,2019-12-27,8,43,190,2,6,0.2,155.31,254.6,2019-01-12,1222.08,1527.6,Spring,Connecticut
SO - 0004718,Wholesale,WARE-NMK1003,2019-08-23,2019-12-22,2019-12-26,27,38,189,44,7,0.2,"1,052.44",1252.9,2019-01-12,7016.240000000002,8770.300000000001,Spring,Maryland
SO - 0004719,Distributor,WARE-MKL1006,2019-08-23,2019-12-17,2019-12-27,23,33,336,23,8,0.075,813.11,1098.8,2019-01-12,8131.12,8790.4,Spring,Illinois
SO - 0004720,Online,WARE-MKL1006,2019-08-23,2019-12-16,2019-12-26,19,6,355,39,4,0.075,592.82,1058.6,2019-01-12,3916.8199999999997,4234.4,Spring,Michigan
SO - 0004721,In-Store,WARE-PUJ1005,2019-08-23,2019-12-15,2019-12-25,12,21,270,38,8,0.05,132.66,201.0,2019-01-12,1527.6,1608.0,Spring,Indiana
SO - 0004722,In-Store,WARE-UHY1004,2019-08-23,2019-12-17,2019-12-22,1,44,213,3,4,0.075,867.52,1045.2,2019-01-12,3867.2400000000002,4180.8,Spring,Washington
SO - 0004723,Online,WARE-PUJ1005,2019-08-23,2019-03-12,2019-12-13,14,3,291,8,6,0.05,"1,132.03",2358.4,2019-01-12,13442.880000000001,14150.400000000001,Spring,North Carolina
SO - 0004724,In-Store,WARE-NMK1003,2019-08-23,2019-12-26,2020-03-01,9,43,133,44,4,0.15,"1,132.03",2572.8,2019-01-12,8747.52,10291.2,Spring,Illinois
SO - 0004725,Online,WARE-UHY1004,2019-08-23,2019-12-29,2020-04-01,15,26,260,13,5,0.05,585.92,1065.3,2019-02-12,5060.175,5326.5,Spring,New York
SO - 0004726,Online,WARE-NMK1003,2019-08-23,2019-12-29,2020-02-01,18,38,169,18,1,0.05,"1,884.44",2298.1,2019-02-12,2183.1949999999997,2298.1,Spring,New Mexico
SO - 0004727,Wholesale,WARE-XYS1001,2019-08-23,2019-12-26,2019-12-29,27,5,8,7,2,0.1,"1,997.94",2814.0,2019-02-12,5065.2,5628.0,Spring,Pennsylvania
SO - 0004728,In-Store,WARE-NMK1003,2019-08-23,2019-12-20,2019-12-28,10,42,112,19,7,0.2,760.85,1118.9,2019-02-12,6265.840000000001,7832.300000000001,Spring,Georgia
SO - 0004729,Online,WARE-NBV1002,2019-08-23,2019-12-25,2020-01-01,15,30,87,44,4,0.4,472.48,1098.8,2019-02-12,2637.12,4395.2,Spring,Kentucky
SO - 0004730,Distributor,WARE-XYS1001,2019-08-23,2019-12-15,2019-12-24,21,45,17,29,8,0.075,760.92,1855.9,2019-02-12,13733.660000000002,14847.2,Spring,Ohio
SO - 0004731,Online,WARE-XYS1001,2019-08-23,2019-12-30,2020-09-01,19,47,2,3,7,0.05,"1,696.84",2532.6,2019-02-12,16841.79,17728.2,Spring,Alabama
SO - 0004732,In-Store,WARE-NMK1003,2019-08-23,2019-12-13,2019-12-19,11,43,145,40,6,0.1,737,1340.0,2019-02-12,7236.0,8040.0,Spring,Texas
SO - 0004733,In-Store,WARE-XYS1001,2019-08-23,2019-12-28,2020-01-01,6,9,35,4,4,0.15,"1,382.88",1728.6,2019-03-12,5877.24,6914.4,Spring,Virginia
SO - 0004734,In-Store,WARE-NMK1003,2019-08-23,2019-12-31,2020-08-01,10,23,122,42,8,0.05,486.42,1105.5,2019-03-12,8401.8,8844.0,Spring,Florida
SO - 0004735,Wholesale,WARE-PUJ1005,2019-08-23,2019-06-12,2019-11-12,25,29,296,23,8,0.075,485.01,850.9,2019-03-12,6296.66,6807.2,Spring,Pennsylvania
SO - 0004736,Online,WARE-NMK1003,2019-08-23,2019-12-25,2019-12-26,17,11,95,11,1,0.4,"3,020.09",5118.8,2019-03-12,3071.28,5118.8,Spring,Pennsylvania
SO - 0004737,Wholesale,WARE-MKL1006,2019-08-23,2019-07-12,2019-12-12,28,25,355,14,4,0.4,"1,460.47",2318.2,2019-03-12,5563.679999999999,9272.8,Spring,Virginia
SO - 0004738,Wholesale,WARE-UHY1004,2019-08-23,2019-12-12,2019-12-20,28,30,212,21,3,0.075,644.88,837.5,2019-03-12,2324.0625,2512.5,Spring,Washington
SO - 0004739,Online,WARE-PUJ1005,2019-08-23,2019-12-17,2019-12-22,13,5,265,19,8,0.4,"1,337.72",1996.6,2019-03-12,9583.679999999998,15972.8,Spring,Pennsylvania
SO - 0004740,Distributor,WARE-PUJ1005,2019-08-23,2019-12-31,2020-09-01,21,1,298,5,7,0.3,"3,004.95",4006.6,2019-03-12,19632.34,28046.2,Spring,Pennsylvania
SO - 0004741,In-Store,WARE-UHY1004,2019-08-23,2019-12-14,2019-12-22,12,13,243,6,2,0.05,683.74,1051.9,2019-04-12,1998.6100000000001,2103.8,Summer,New York
SO - 0004742,In-Store,WARE-UHY1004,2019-08-23,2019-07-12,2019-11-12,11,1,250,38,1,0.05,"2,525.63",3946.3,2019-04-12,3748.985,3946.3,Summer,Vermont
SO - 0004743,Online,WARE-XYS1001,2019-08-23,2019-10-12,2019-11-12,13,3,41,46,5,0.4,472.75,984.9,2019-04-12,2954.7,4924.5,Summer,Missouri
SO - 0004744,Online,WARE-PUJ1005,2019-08-23,2019-12-21,2019-12-31,13,43,289,24,8,0.075,"1,496.65",2934.6,2019-04-12,21716.04,23476.8,Summer,Mississippi
SO - 0004745,In-Store,WARE-NMK1003,2019-08-23,2019-07-12,2019-12-14,12,38,201,40,8,0.2,"2,925.15",3798.9,2019-04-12,24312.960000000003,30391.2,Summer,Alaska
SO - 0004746,In-Store,WARE-PUJ1005,2019-08-23,2019-06-12,2019-07-12,12,30,305,8,2,0.1,"3,055.20",3819.0,2019-04-12,6874.2,7638.0,Summer,Washington
SO - 0004747,Online,WARE-NMK1003,2019-08-23,2019-12-19,2019-12-26,16,13,176,29,2,0.1,"1,476.75",1869.3,2019-04-12,3364.74,3738.6,Summer,Nebraska
SO - 0004748,Distributor,WARE-NMK1003,2019-08-23,2019-12-16,2019-12-22,23,35,179,36,2,0.05,486.89,1132.3,2019-04-12,2151.37,2264.6,Summer,Georgia
SO - 0004749,In-Store,WARE-NMK1003,2019-08-23,2019-12-22,2019-12-25,12,11,103,34,2,0.15,678.44,817.4,2019-05-12,1389.58,1634.8,Summer,Wisconsin
SO - 0004750,In-Store,WARE-NMK1003,2019-08-23,2019-12-31,2020-06-01,9,28,142,37,3,0.15,461.5,1125.6,2019-05-12,2870.2799999999997,3376.7999999999997,Summer,Illinois
SO - 0004751,In-Store,WARE-PUJ1005,2019-08-23,2019-12-22,2019-12-27,10,32,293,10,7,0.15,515.9,1172.5,2019-05-12,6976.375,8207.5,Summer,Utah
SO - 0004752,In-Store,WARE-PUJ1005,2019-08-23,2019-12-29,2020-04-01,9,50,297,38,8,0.05,749.06,1152.4,2019-05-12,8758.24,9219.2,Summer,Georgia
SO - 0004753,Wholesale,WARE-PUJ1005,2019-08-23,2019-12-30,2020-08-01,26,15,270,16,7,0.05,"3,270.47",6170.7,2019-05-12,41035.155,43194.9,Summer,Minnesota
SO - 0004754,In-Store,WARE-XYS1001,2019-08-23,2019-12-23,2020-01-01,6,33,12,47,7,0.075,"5,106.81",6304.7,2019-05-12,40822.9325,44132.9,Summer,North Dakota
SO - 0004755,Distributor,WARE-XYS1001,2019-08-23,2019-08-12,2019-11-12,23,26,33,31,1,0.075,711.81,857.6,2019-05-12,793.2800000000001,857.6,Summer,Missouri
SO - 0004756,Distributor,WARE-NMK1003,2019-08-23,2019-12-14,2019-12-16,21,5,183,25,6,0.2,"2,020.72",5051.8,2019-06-12,24248.640000000003,30310.800000000003,Summer,Missouri
SO - 0004757,In-Store,WARE-NBV1002,2019-08-23,2019-12-21,2019-12-27,7,1,80,12,3,0.05,125.96,268.0,2019-06-12,763.8,804.0,Summer,Virginia
SO - 0004758,Online,WARE-XYS1001,2019-08-23,2019-12-17,2019-12-18,19,34,58,9,2,0.1,837.9,1132.3,2019-06-12,2038.1399999999999,2264.6,Summer,New Jersey
SO - 0004759,Online,WARE-NMK1003,2019-08-23,2019-12-19,2019-12-26,15,2,91,27,1,0.05,"1,886.59",3309.8,2019-06-12,3144.31,3309.8,Summer,Kansas
SO - 0004760,Online,WARE-UHY1004,2019-08-23,2019-12-28,2020-07-01,19,44,252,28,7,0.05,400.46,931.3,2019-06-12,6193.1449999999995,6519.099999999999,Summer,California
SO - 0004761,Online,WARE-MKL1006,2019-08-23,2019-12-18,2019-12-26,15,39,339,42,1,0.3,"1,002.59",2331.6,2019-06-12,1632.12,2331.6,Summer,New York
SO - 0004762,Distributor,WARE-NMK1003,2019-08-23,2019-12-29,2020-06-01,22,14,182,7,7,0.1,"2,026.08",5065.2,2019-06-12,31910.760000000002,35456.4,Summer,Michigan
SO - 0004763,Online,WARE-XYS1001,2019-08-23,2019-12-30,2020-09-01,15,44,45,19,3,0.05,653.25,837.5,2019-06-12,2386.875,2512.5,Summer,Florida
SO - 0004764,Wholesale,WARE-UHY1004,2019-08-23,2019-12-30,2020-03-01,27,34,232,13,2,0.05,282.94,690.1,2019-06-12,1311.19,1380.2,Summer,Michigan
SO - 0004765,In-Store,WARE-UHY1004,2019-08-23,2019-09-12,2019-12-14,2,34,230,31,7,0.05,"1,575.84",2626.4,2019-07-12,17465.559999999998,18384.8,Fall,Maryland
SO - 0004766,In-Store,WARE-XYS1001,2019-08-23,2019-12-18,2019-12-21,8,47,10,31,2,0.15,"1,479.49",2425.4,2019-07-12,4123.18,4850.8,Fall,Massachusetts
SO - 0004767,Distributor,WARE-PUJ1005,2019-08-23,2019-12-16,2019-12-20,24,9,312,28,3,0.075,"3,247.36",3865.9,2019-07-12,10727.872500000001,11597.7,Fall,Rhode Island
SO - 0004768,Online,WARE-PUJ1005,2019-08-23,2019-12-24,2019-12-31,16,19,274,34,2,0.075,501.7,783.9,2019-07-12,1450.215,1567.8,Fall,Ohio
SO - 0004769,Distributor,WARE-UHY1004,2019-08-23,2019-12-23,2020-01-01,20,7,238,19,8,0.075,"3,322.87",5112.1,2019-07-12,37829.54,40896.8,Fall,Kansas
SO - 0004770,In-Store,WARE-XYS1001,2019-08-23,2019-12-19,2019-12-25,3,10,39,15,6,0.1,"1,049.22",1809.0,2019-07-12,9768.6,10854.0,Fall,Florida
SO - 0004771,In-Store,WARE-NMK1003,2019-08-23,2019-12-20,2019-12-21,4,37,154,9,6,0.1,"1,764.38",2673.3,2019-07-12,14435.820000000002,16039.800000000001,Fall,Colorado
SO - 0004772,Online,WARE-PUJ1005,2019-08-23,2019-12-30,2020-06-01,19,41,318,21,6,0.075,"2,781.17",3973.1,2019-08-12,22050.704999999998,23838.6,Fall,Vermont
SO - 0004773,Distributor,WARE-XYS1001,2019-08-23,2019-12-19,2019-12-25,23,34,19,46,2,0.15,"1,229.32",1862.6,2019-08-12,3166.4199999999996,3725.2,Fall,Illinois
SO - 0004774,Wholesale,WARE-PUJ1005,2019-08-23,2019-12-20,2019-12-25,28,15,316,29,3,0.15,526.96,958.1,2019-08-12,2443.155,2874.3,Fall,Tennessee
SO - 0004775,Online,WARE-NMK1003,2019-08-23,2019-12-18,2019-12-26,14,27,189,25,8,0.3,774.52,911.2,2019-08-12,5102.72,7289.6,Fall,Georgia
SO - 0004776,Wholesale,WARE-PUJ1005,2019-08-23,2019-12-25,2020-04-01,27,21,278,45,6,0.15,410.04,1025.1,2019-09-12,5228.009999999999,6150.599999999999,Fall,Alabama
SO - 0004777,Wholesale,WARE-XYS1001,2019-08-23,2020-02-01,2020-05-01,27,3,35,7,8,0.05,934.25,2224.4,2019-09-12,16905.44,17795.2,Fall,Nevada
SO - 0004778,In-Store,WARE-PUJ1005,2019-08-23,2019-12-13,2019-12-22,12,40,304,13,3,0.2,"1,768.80",2358.4,2019-09-12,5660.160000000001,7075.200000000001,Fall,Washington
SO - 0004779,Online,WARE-UHY1004,2019-08-23,2020-03-01,2020-08-01,19,19,214,14,6,0.15,"2,525.63",3946.3,2019-09-12,20126.13,23677.800000000003,Fall,Indiana
SO - 0004780,In-Store,WARE-PUJ1005,2019-08-23,2019-12-27,2020-02-01,9,7,327,34,7,0.05,428.26,911.2,2019-09-12,6059.4800000000005,6378.400000000001,Fall,Virginia
